title,description,source,url,published_at,political_label,confidence,text_classified
"Bill Maher says to bring back 'old America,' the left must tone down their radical progressivism","On Friday’s episode of ""Real Time,"" host Bill Maher argued that to bring back the ""old America,"" Democrats must scale back their more radical progressive ideology.",Fox News,https://www.foxnews.com/media/bill-maher-says-bring-back-old-america-left-must-tone-down-radical-progressivism,2025-09-27T16:01:56Z,CENTER,0.5984423160552979,"Bill Maher says to bring back 'old America,' the left must tone down their radical progressivism On Friday’s episode of ""Real Time,"" host Bill Maher argued that to bring back the ""old America,"" Democr"
"Newsom says Trump has ‘relentless, unhinged’ obsession with California during State of the State address","California Gov. Gavin Newsom on Tuesday argued that President Donald Trump and his administration have a ""relentless, unhinged California obsession.""",Fox News,https://www.foxnews.com/politics/newsom-says-trump-has-relentless-unhinged-obsession-california-during-state-state-address,2025-09-10T03:19:29Z,RIGHT,0.8110923767089844,"Newsom says Trump has ‘relentless, unhinged’ obsession with California during State of the State address California Gov. Gavin Newsom on Tuesday argued that President Donald Trump and his administrati"
GOP Lawmakers Slam Sen. Jon Ossoff for Claiming Credit on Veterans Bill Signed by Trump,"Sen. Jon Ossoff (D-GA) is facing backlash from Rep. Derrick Van Orden (R-WI), Georgia Republicans, and the National Republican Senatorial Committee (NRSC) after his office promoted the recently signed VA Home Loan Reform Act as legislation he claimed to have …",Breitbart News,https://www.breitbart.com/politics/2025/09/05/gop-lawmakers-slam-sen-jon-ossoff-for-claiming-credit-on-veterans-bill-signed-by-trump/,2025-09-06T00:00:53Z,RIGHT,0.5386703014373779,"GOP Lawmakers Slam Sen. Jon Ossoff for Claiming Credit on Veterans Bill Signed by Trump Sen. Jon Ossoff (D-GA) is facing backlash from Rep. Derrick Van Orden (R-WI), Georgia Republicans, and the Natio"
Kemp says Georgia 'proud to stand with Trump' in National Guard troop deployment to DC,Georgia joins seven other states sending National Guard troops to Washington D.C. as part of Trump administration's mission to restore order in the capital.,Fox News,https://www.foxnews.com/politics/kemp-says-georgia-proud-stand-trump-national-guard-troop-deployment-dc,2025-09-05T21:22:53Z,CENTER,0.8920378684997559,Kemp says Georgia 'proud to stand with Trump' in National Guard troop deployment to DC Georgia joins seven other states sending National Guard troops to Washington D.C. as part of Trump administration
SEAN DUFFY: Trump's crime crackdown is giving Democratic leaders a blueprint to follow,Sean Duffy highlight's Trump's Washington D.C. law enforcement surge success as model for addressing urban violence and increasing safety nationwide.,Fox News,https://www.foxnews.com/opinion/sean-duffy-trumps-crime-crackdown-giving-democratic-leaders-blueprint-follow,2025-09-23T09:00:15Z,LEFT,0.5033259987831116,SEAN DUFFY: Trump's crime crackdown is giving Democratic leaders a blueprint to follow Sean Duffy highlight's Trump's Washington D.C. law enforcement surge success as model for addressing urban violen
"Dems, GOP clash with RFK Jr in tense Senate showdown and more top headlines",Get all the stories you need-to-know from the most powerful name in news delivered first thing every morning to your inbox.,Fox News,https://www.foxnews.com/us/dems-gop-clash-rfk-jr-tense-senate-showdown-more-top-headlines,2025-09-05T11:17:59Z,RIGHT,0.4356001019477844,"Dems, GOP clash with RFK Jr in tense Senate showdown and more top headlines Get all the stories you need-to-know from the most powerful name in news delivered first thing every morning to your inbox."
Democratic Nevada state senator who apparently fell asleep in SUV arrested on DUI suspicion,"Nevada state Senator Edgar Flores, a Democrat, was arrested after authorities found him appearing to sleep behind the wheel of a vehicle",Fox News,https://www.foxnews.com/us/democratic-nevada-state-senator-who-apparently-fell-asleep-suv-arrested-dui-suspicion,2025-09-17T18:47:13Z,RIGHT,0.7010493874549866,"Democratic Nevada state senator who apparently fell asleep in SUV arrested on DUI suspicion Nevada state Senator Edgar Flores, a Democrat, was arrested after authorities found him appearing to sleep b"
Venezuelan man posing as teen in Ohio high school pleads guilty,"Anthony Emmanuel Labrador-Sierra, a 24-year-old Venezuelan illegal alien accused of pretending to be a teenager, pleaded guilty to multiple charges.",Fox News,https://www.foxnews.com/us/venezuelan-man-posing-teen-ohio-high-school-pleads-guilty,2025-09-24T13:22:06Z,RIGHT,0.5834656357765198,"Venezuelan man posing as teen in Ohio high school pleads guilty Anthony Emmanuel Labrador-Sierra, a 24-year-old Venezuelan illegal alien accused of pretending to be a teenager, pleaded guilty to multi"
White House warns veterans' services at risk if Dems block GOP funding bill,"The White House is warning that veterans’ access to nursing homes, suicide prevention and other health services could expire if Congress fails to pass the GOP’s short-term funding bill.",Fox News,https://www.foxnews.com/politics/white-house-warns-veterans-services-risk-dems-block-gop-funding-bill,2025-09-29T18:46:02Z,CENTER,0.478106826543808,"White House warns veterans' services at risk if Dems block GOP funding bill The White House is warning that veterans’ access to nursing homes, suicide prevention and other health services could expire"
Iryna Zarutska killing exposes GOP split on possible federal intervention in Charlotte,North Carolina Republican Sens. Thom Tillis and Ted Budd disagree on federal intervention in Charlotte after Ukrainian refugee Iryna Zarutska's murder by a repeat offender.,Fox News,https://www.foxnews.com/politics/iryna-zarutska-killing-exposes-gop-split-possible-federal-intervention-charlotte,2025-09-15T11:00:57Z,RIGHT,0.42548447847366333,Iryna Zarutska killing exposes GOP split on possible federal intervention in Charlotte North Carolina Republican Sens. Thom Tillis and Ted Budd disagree on federal intervention in Charlotte after Ukra
DC to move forward 'on its own terms' as federal surge winds down,National Guard will remain on active duty in the capital through Nov. 30.,ABC News,https://abcnews.go.com/Politics/dc-move-forward-terms-federal-surge-winds/story?id=125450985,2025-09-11T22:59:42Z,LEFT,0.5249051451683044,DC to move forward 'on its own terms' as federal surge winds down National Guard will remain on active duty in the capital through Nov. 30.
Portland set to see Trump crime crackdown reckoning after 2020's humiliating violence spree,"Portland, Oregon, was the site of violent riots in 2020 under the first Trump administration, and is set to see a new crime crackdown initiative as federal officials converge on the city.",Fox News,https://www.foxnews.com/politics/portland-set-see-trump-crime-crackdown-reckoning-after-2020s-humiliating-violence-spree,2025-09-29T18:44:31Z,LEFT,0.5378652811050415,"Portland set to see Trump crime crackdown reckoning after 2020's humiliating violence spree Portland, Oregon, was the site of violent riots in 2020 under the first Trump administration, and is set to "
Iryna Zarutska fled Ukraine for safety but Democrats' soft-on-crime policies failed her,"Ukrainian refugee Iryna Zarutska was fatally stabbed on a Charlotte light rail by a repeat offender, a tragedy critics say exposes Democrats’ failed crime policies.",Fox News,https://www.foxnews.com/opinion/iryna-zarutska-fled-ukraine-safety-democrats-soft-on-crime-policies-failed-her,2025-09-08T21:08:41Z,RIGHT,0.5378255248069763,"Iryna Zarutska fled Ukraine for safety but Democrats' soft-on-crime policies failed her Ukrainian refugee Iryna Zarutska was fatally stabbed on a Charlotte light rail by a repeat offender, a tragedy c"
Eric Adams' abrupt exit from NYC mayoral race escalates clash between rivals: 'Record of disgrace',Zohran Mamdani criticized former Gov. Andrew Cuomo on Monday as the New York City mayoral race intensified on the heels of Mayor Eric Adams suspending his reelection campaign.,Fox News,https://www.foxnews.com/politics/eric-adams-abrupt-exit-nyc-mayoral-race-escalates-clash-between-rivals-record-disgrace,2025-09-29T19:04:50Z,LEFT,0.5925619602203369,Eric Adams' abrupt exit from NYC mayoral race escalates clash between rivals: 'Record of disgrace' Zohran Mamdani criticized former Gov. Andrew Cuomo on Monday as the New York City mayoral race intens
Legal experts predict Trump will win National Guard battle despite federal judge ruling,"Trump faces legal challenges over National Guard deployment in Los Angeles, but the president is threatening similar action in Chicago, New York and other cities.",Fox News,https://www.foxnews.com/politics/legal-experts-predict-trump-win-national-guard-battle-despite-federal-judge-ruling,2025-09-10T10:00:44Z,RIGHT,0.4757353961467743,"Legal experts predict Trump will win National Guard battle despite federal judge ruling Trump faces legal challenges over National Guard deployment in Los Angeles, but the president is threatening sim"
"BEN CARSON: As a doctor, I know fewer restrictions on marijuana will make cities worse","Dr. Ben Carson warns against loosening marijuana restrictions, highlighting University of Colorado study showing significantly higher crime rates near dispensaries.",Fox News,https://www.foxnews.com/opinion/ben-carson-doctor-i-know-fewer-restrictions-marijuana-make-cities-worse,2025-09-04T11:00:44Z,LEFT,0.7260335683822632,"BEN CARSON: As a doctor, I know fewer restrictions on marijuana will make cities worse Dr. Ben Carson warns against loosening marijuana restrictions, highlighting University of Colorado study showing "
"Dem senator accused of 'lying,' using veterans as 'props,' dismisses attacks: 'This is the best they've got?'","Sen. Jon Ossoff, D-Ga., rejected GOP accusations saying he lied to voters about his role in passing a veterans housing bill, questioning: ""This the best they've got?""",Fox News,https://www.foxnews.com/politics/dem-senator-accused-lying-using-veterans-props-dismisses-attacks-this-best-theyve-got,2025-09-11T09:00:57Z,RIGHT,0.5887300372123718,"Dem senator accused of 'lying,' using veterans as 'props,' dismisses attacks: 'This is the best they've got?' Sen. Jon Ossoff, D-Ga., rejected GOP accusations saying he lied to voters about his role i"
Media taps Twitch star who told viewers to 'kill' Republicans for comment on Charlie Kirk’s assassination,Several mainstream media outlets spoke to leftist Twitch streamer Hasan Piker about the assassination of Turning Point USA founder Charlie Kirk.,Fox News,https://www.foxnews.com/media/media-taps-twitch-star-who-told-viewers-kill-republicans-comment-charlie-kirks-assassination,2025-09-17T09:00:31Z,RIGHT,0.6874988675117493,Media taps Twitch star who told viewers to 'kill' Republicans for comment on Charlie Kirk’s assassination Several mainstream media outlets spoke to leftist Twitch streamer Hasan Piker about the assass
Charlotte mayor slammed over comments after woman stabbed to death on train,Charlotte Mayor Vi Lyles' response to the murder of of Iryna Zarutska drew critics' ire as many pointed out the suspect's lengthy criminal history.,Fox News,https://www.foxnews.com/us/charlotte-mayor-slammed-over-comments-after-woman-stabbed-death-train,2025-09-09T15:00:09Z,RIGHT,0.6937519311904907,Charlotte mayor slammed over comments after woman stabbed to death on train Charlotte Mayor Vi Lyles' response to the murder of of Iryna Zarutska drew critics' ire as many pointed out the suspect's le
Charlotte’s ‘pro-crime’ policies under fire as career criminal charged with killing commuter: expert,"Charlotte officials report declining crime statistics, but residents question the data after brutal light rail stabbing highlights uptown violence and safety concerns.",Fox News,https://www.foxnews.com/us/charlotte-pro-crime-policies-under-fire-career-criminal-charged-killing-commuter-expert,2025-09-10T10:00:29Z,LEFT,0.6320264935493469,"Charlotte’s ‘pro-crime’ policies under fire as career criminal charged with killing commuter: expert Charlotte officials report declining crime statistics, but residents question the data after brutal"
What to know about the National Guard and federal agencies coming to Memphis | CNN,"President Donald Trump deployed more than 2,000 National Guard troops to Washington, D.C., in a crime-centered mission, and now he wants a replica of that in Memphis, but the early blueprints show key differences.",CNN,https://www.cnn.com/2025/09/26/us/memphis-national-guard-law-enforcement,2025-09-27T09:28:22Z,LEFT,0.9802505970001221,"What to know about the National Guard and federal agencies coming to Memphis | CNN President Donald Trump deployed more than 2,000 National Guard troops to Washington, D.C., in a crime-centered missio"
Video shows fatal stabbing of Ukrainian refugee on Charlotte light rail – stirring debate on crime in major US cities,"Gruesome video shows a 23-year-old Ukrainian refugee getting stabbed to death on a Charlotte light rail train – a case that has turned into a flashpoint as the Trump administration vows to crack down on crime in large, predominantly Democratic cities.",CNN,https://www.cnn.com/2025/09/08/us/iryna-zarutska-murder-ukraine-refugee,2025-09-08T11:30:46Z,LEFT,0.9178107976913452,Video shows fatal stabbing of Ukrainian refugee on Charlotte light rail – stirring debate on crime in major US cities Gruesome video shows a 23-year-old Ukrainian refugee getting stabbed to death on a
Trump’s ‘Apocalypse Now’ threats conceal seeds of political weakness,"President Donald Trump is vowing to wield apocalyptic power inside the United States, even as the adverse impact of some of his key policies is becoming clear.",CNN,https://www.cnn.com/2025/09/08/politics/trump-economy-chicago-venezuela-rfk-tariffs-analysis,2025-09-08T04:00:05Z,LEFT,0.7068910598754883,"Trump’s ‘Apocalypse Now’ threats conceal seeds of political weakness President Donald Trump is vowing to wield apocalyptic power inside the United States, even as the adverse impact of some of his key"
The 22 Very Online Upstarts Changing the Face of Politics,"Introducing WIRED’s 2025 Political Power Users—the creators, podcasters, and pundits who will blow up the next electoral era.",Wired,https://www.wired.com/story/wired-2025-political-power-users/,2025-09-24T10:00:00Z,LEFT,0.6280098557472229,"The 22 Very Online Upstarts Changing the Face of Politics Introducing WIRED’s 2025 Political Power Users—the creators, podcasters, and pundits who will blow up the next electoral era."
